Na I;Na II;H I;O I;O II;N II;Si II;Cu I;Ca II;C II;Type
73633.44536;7366.214606;9915.996104;5086.529846;7722.530485;28582.01628;4806.992134;16704.65535;0;0;2
118678.7368;8992.530805;12260.86045;9115.373197;3631.520682;49545.97109;34926.5775;21542.04458;0;0;2
29123.46845;13489.93675;14777.10652;14807.81758;1364.292642;36229.03013;28359.64208;47388.34109;0;0;2
19186.05499;8264.075274;1163.746041;20275.72588;4421.761781;7468.112447;14292.51769;24215.25535;0;0;2
102324.9684;11661.58079;7620.511215;1847.730863;2424.911493;39124.66419;22474.30992;16912.55271;0;0;2
42399.03912;1593.542153;9661.02561;15763.58337;1215.538063;12491.44212;903.7896873;26070.46591;0;0;2
39507.16222;17602.49529;13001.28891;24179.09968;88.86372611;19138.97457;26737.44862;28686.35456;0;0;2
70583.17481;20262.89595;14338.68676;10278.19312;4421.326948;9041.526202;10660.53851;8548.464966;0;0;2
81108.1003;18703.22518;771.1384411;7353.839972;279.8603804;15529.51846;4971.090424;41608.35429;0;0;2
10686.67892;9761.256286;5447.403084;5717.692106;2060.885524;48818.31143;17740.99397;25288.95094;0;0;2
131922.2828;13796.9538;9623.978256;12080.7422;4186.340133;55046.20771;15213.16769;56115.72335;0;0;2
82688.17218;9986.815896;937.222414;12010.75553;8618.712841;16041.88497;23315.81055;26223.8555;0;0;2
60386.36449;1044.201714;20817.60231;5362.735479;4439.932796;1925.502554;13329.31548;18260.69786;0;0;2
44630.74131;13721.50884;10796.31298;24934.5121;110.4707961;20436.21991;5371.511063;29013.28942;0;0;2
133872.5993;4189.491971;12121.70911;16100.65918;5220.513655;32987.72734;2637.800909;12928.09702;0;0;2
2213.368493;2175.437606;10860.59333;10553.81579;1893.545128;48135.09304;30157.31324;11066.8576;0;0;2
84937.41506;2586.939619;23568.40215;11754.57007;6768.529933;22510.32491;4704.780825;4659.927526;0;0;2
36361.57852;13340.98332;16037.64178;24995.51649;333.5946096;18053.69383;30958.47218;88.35033426;0;0;2
31589.14413;15198.67321;14559.63279;16430.12725;2150.950715;7306.974269;2195.329444;17814.46806;0;0;2
135529.1431;6466.77691;859.5866076;11964.92197;5865.438808;10678.85529;30931.13829;32345.48356;0;0;2
148731.3322;13239.09741;14718.01458;2142.586615;7339.338392;29268.76143;18868.74404;16790.07867;0;0;2
78485.81977;3556.964025;4589.996063;5598.75971;5841.946556;9308.69505;15257.61731;12014.07894;0;0;2
141413.7542;4749.486843;848.4802851;2931.028603;264.5702138;26772.49219;48889.5201;3847.546066;0;0;2
40996.7182;17957.93058;24894.11833;548.1798054;8473.211375;2969.069524;19119.04424;2112.395238;0;0;2
120462.1424;4796.560061;12624.35941;3383.845804;819.7643548;933.8062886;14838.05376;32351.87765;0;0;2
148292.0923;23245.28916;6873.551671;3793.249961;1543.697132;37282.90492;11043.88708;15816.52351;0;0;2
101806.2914;7289.226805;18464.26532;10273.76353;3448.303752;39664.86977;38189.62304;9455.560772;0;0;2
90354.75936;15262.74301;10563.81258;390.1786381;12649.89784;23845.61175;11420.78057;35154.84426;0;0;2
33600.86337;3585.761594;3055.582586;9940.937686;846.0000635;22286.00522;13045.6578;10596.34944;0;0;2
22054.79471;9318.537591;26893.58506;16242.58192;1056.279737;55307.65705;31722.17976;19469.67416;0;0;2
14911.29912;3342.623502;14259.79615;743.3730777;7453.167885;8361.679405;14474.74704;21148.95491;0;0;2
127281.8534;12235.68817;10653.29774;9852.990586;983.7044385;34011.77088;6218.011047;21502.83902;0;0;2
28526.87128;16705.00144;3409.030795;1067.781826;3153.082967;13718.19291;9038.062214;27326.12378;0;0;2
70376.29604;11614.75644;15385.76246;8871.039208;4566.003569;3912.093762;2782.056818;44756.47369;0;0;2
164000.725;13885.48626;7280.170544;14934.95819;3643.013996;19908.23473;5855.658424;13507.17525;0;0;2
33955.27218;20751.67238;9580.85572;26844.61994;871.0290826;38888.73921;19867.66762;11185.65891;0;0;2
84956.45673;10450.32279;26415.35676;8343.380787;5131.880213;22201.35892;3734.384032;9569.752211;0;0;2
9989.427648;7603.740967;14092.6754;12154.11254;4556.886952;12763.20051;14027.49729;1813.22932;0;0;2
208510.9825;4121.712858;20170.72971;13820.41493;3843.462391;22902.092;9629.256469;19684.72087;0;0;2
60282.18023;8963.074223;10664.74273;6949.819565;5227.496673;14713.49491;5119.987339;15998.27321;0;0;2
77487.86149;4285.660458;16515.77043;17287.49407;2577.859308;56173.17714;5538.930917;197.2240035;0;0;2
78456.66802;6227.000531;20695.23186;3914.039056;4537.201148;21296.22848;7925.759015;8773.107964;0;0;2
145917.5132;13452.54767;15387.06306;14355.69362;517.6020398;34658.89308;5752.238643;6066.552494;0;0;2
35294.92383;17909.39715;4090.281954;14699.51743;6529.097296;19160.90999;8016.112196;24237.11022;0;0;2
53808.83116;750.8125585;9840.220397;2921.528491;3630.181568;5103.349862;12225.88318;25492.24046;0;0;2
168293.0323;7004.566264;26275.84908;15154.72081;4317.343098;40206.44803;2348.793526;32308.08422;0;0;2
195210.1265;16935.86632;7553.437285;8749.673766;2607.211572;18392.09115;56053.28788;36375.92321;0;0;2
34885.34908;12223.01466;11019.07628;20165.10153;3000.574871;24372.46704;52579.40497;14635.11623;0;0;2
84995.25533;7005.986546;6239.308339;2171.058842;797.4473274;16087.36738;29590.588;24384.48055;0;0;2
96188.89149;8503.868719;5049.623181;16336.45819;5028.906867;18361.64429;21956.93594;34734.57774;0;0;2
40318.98196;5518.753928;18716.44325;13400.75948;7023.652911;50187.20647;18120.51484;15681.41734;0;0;2
72379.92959;14943.64731;14024.49965;17461.8023;2131.630778;28948.82944;23669.43855;41250.56018;0;0;2
125280.1853;7653.420623;21032.99714;17867.70776;1797.114011;31405.67316;21981.79598;4385.051067;0;0;2
132630.6898;18555.79102;9967.711867;8921.392137;2460.221062;1284.298058;24177.29233;13884.58225;0;0;2
48774.00888;17138.0161;9445.915636;5599.410002;984.196658;58965.15982;21766.80365;21792.53312;0;0;2
44109.58716;5718.724931;32296.92249;1722.860502;1824.723115;12323.78396;5296.59584;15681.22353;0;0;2
83714.50886;12111.26756;12699.40342;11753.57623;5102.475582;16384.6636;2514.719047;38571.82214;0;0;2
136345.26;11985.77358;12482.38735;8731.562157;1317.507916;10119.95041;5632.782285;43777.04862;0;0;2
31863.90918;13408.86736;4824.416544;5604.154563;1138.796541;22571.59924;7148.416074;27842.56003;0;0;2
133257.5125;9355.144167;19785.37042;3976.565839;4314.867132;23506.67754;27667.12907;9630.933971;0;0;2
82676.12086;10982.24921;7947.360298;1152.796439;1176.423463;65224.3427;1668.879945;22510.65819;0;0;2
52903.99172;14148.62023;5793.589348;14029.84396;1215.88348;26603.1062;15572.28031;26309.54143;0;0;2
94418.85627;396.6381559;4810.233039;3904.715606;3488.119063;36694.9644;7597.339515;17844.81413;0;0;2
73812.22611;10836.16237;196.5369425;11609.67224;8119.377224;2188.998993;35937.43592;7179.015586;0;0;2
175831.0587;3108.412058;13609.95759;12252.45143;3146.438226;30149.75222;2320.761352;17451.90887;0;0;2
3492.991302;20032.25644;5156.03085;14203.55549;2754.012724;10789.40445;30400.38627;28613.33428;0;0;2
63113.77514;14769.89843;1806.293567;14532.64813;1484.539069;22388.72392;14226.79404;6013.224966;0;0;2
107374.4314;9961.412086;16682.05612;14553.47551;5657.614945;531.4229754;9650.777061;7700.600235;0;0;2
26581.02226;23947.21885;8599.043739;1127.584721;776.2448288;10244.99134;3008.007118;603.1861863;0;0;2
26950.32699;6096.165396;1366.984789;16540.82511;251.813212;9121.142904;27202.21547;17064.29496;0;0;2
38603.44365;19860.40008;11579.72032;172.4016523;5440.668274;24357.1026;35199.41889;25032.36431;0;0;2
182883.6851;4624.425086;12566.84904;3297.548239;1889.903971;5226.136595;7360.40174;8309.211874;0;0;2
164247.2646;3338.974467;10500.45102;3822.001823;2579.364551;40215.891;5726.856876;25445.51473;0;0;2
16993.07625;22005.77811;5589.787496;7718.094896;4387.526706;11446.10999;12442.06759;17582.72975;0;0;2
11370.48085;5053.60491;6333.961531;4308.148101;3480.323577;15890.55676;1118.430127;39024.61402;0;0;2
117547.6805;2055.498084;25816.29424;12790.77209;84.15428557;5391.503228;43101.1759;57605.27737;0;0;2
13882.22229;13885.85375;4650.54154;4550.081948;4253.926003;2409.050147;5631.296591;5216.11408;0;0;2
127511.6775;10272.68542;12862.66461;7592.878031;384.9795482;34555.91944;1666.191548;37631.58833;0;0;2
99358.86697;4359.091112;11712.15414;18720.36355;274.3033484;16458.33905;29757.18856;18412.32684;0;0;2
86886.57832;1806.824922;7366.567395;8557.51698;539.0293211;39351.22937;7031.956058;21545.94643;0;0;2
159749.5041;20767.01008;10827.36216;16978.73324;8449.704413;33609.28151;32603.07155;36327.29879;0;0;2
70271.0292;7041.430095;20971.48009;10993.66439;914.4402548;26459.57864;9540.290532;42180.52623;0;0;2
218945.5421;31195.54716;2416.254178;3183.004505;1019.862504;41115.68101;12629.33639;16800.05191;0;0;2
69276.36375;13798.27516;19344.9761;9843.230407;938.3058882;3925.726034;39464.75708;26080.11056;0;0;2
84735.70907;16323.8701;1429.660346;7522.316594;6107.315833;9792.981934;37392.43018;29662.36232;0;0;2
98203.4705;5513.825201;18514.69252;9340.532202;7214.930695;29130.52043;8463.261245;23380.15229;0;0;2
121952.8537;17761.48396;9300.322819;7788.632151;5394.687927;44272.74637;20051.56275;12363.12578;0;0;2
56298.0432;17161.29149;4953.09946;19934.28082;2304.366751;20702.88534;26678.67311;3477.780204;0;0;2
53953.8588;1903.454606;5767.585104;15866.82411;9339.458651;9249.257488;16552.5802;7713.871632;0;0;2
46621.28086;21829.75556;2500.193067;7113.776012;2554.999729;19266.70169;21964.48784;15206.24204;0;0;2
150467.6915;9459.09295;4827.033593;8052.130565;1300.525632;32677.73902;32903.18223;5555.312479;0;0;2
94979.58083;10622.22006;4661.145977;13391.64769;1413.488137;5197.074081;21064.30848;10752.63806;0;0;2
77640.16566;5407.576127;8404.791779;15032.21575;5983.451407;45398.61531;1451.951223;17157.07977;0;0;2
56153.38147;3557.293132;17721.7217;15150.96948;4826.589193;28390.09128;14571.1078;9469.975182;0;0;2
98111.14161;16830.97171;3811.165074;1702.382471;8303.397218;16620.26323;4560.215566;9206.609172;0;0;2
144748.5752;6845.222834;5256.408209;27402.25727;3198.088024;28081.50262;38387.13444;34361.06023;0;0;2
58368.49717;407.0759565;5714.757611;10232.62691;2148.848871;4591.994939;32041.06261;13963.49426;0;0;2
70995.54444;9901.745009;6342.744721;12693.72381;3410.57352;23967.99149;29694.67417;11072.36884;0;0;2
80358.35409;11209.89042;36075.27012;6554.704386;3648.724914;42229.53323;19105.22677;3456.402795;0;0;2
125359.043;15139.41997;2160.254546;7419.546229;1418.076842;10664.40471;18483.76605;15860.62762;0;0;2
148472.4403;6275.127617;895.3658395;2569.235442;689.9530985;18455.8557;16019.93823;28358.75043;0;0;2
99083.60861;17726.14512;16959.10757;15422.81046;1074.436533;13637.5963;44984.06436;11068.23881;0;0;2
23471.6467;6881.294291;17104.89129;16754.77184;2001.708542;9001.930652;2970.932123;15564.11144;0;0;2
89099.41486;1792.173295;6762.35157;1733.480885;3498.760516;3462.061676;3598.639684;15307.2786;0;0;2
157427.7062;4964.176376;10991.13368;6612.240334;12269.50425;29545.5538;28806.29741;33613.85041;0;0;2
167604.7474;5273.848513;16191.74027;3960.604434;881.5986777;47966.52071;13830.10437;38259.09251;0;0;2
113646.165;13488.9134;8278.151255;17814.69662;2431.374071;22637.10344;37478.79273;28814.69259;0;0;2
184581.1906;14010.85588;4216.846673;18997.04008;1940.749125;23472.7688;11781.29744;36582.17458;0;0;2
43673.12237;1726.36518;177.572446;11546.38815;3632.216717;19301.99477;2610.802089;17803.32351;0;0;2
167507.0684;16685.13808;6014.93814;4632.466913;1031.777069;29541.90223;13671.87788;18207.70102;0;0;2
90718.81673;5980.727745;1412.874667;54.29972919;1438.074318;24067.87026;10920.61411;45967.46874;0;0;2
82605.65926;11139.72148;9661.912635;18782.13394;3093.642576;16227.01658;9079.23482;19584.7722;0;0;2
120952.4128;13552.24723;11444.5389;9329.527189;5630.922132;29837.55919;12301.34119;16036.41394;0;0;2
66140.69922;13190.50632;4659.533091;4847.970374;8779.054368;9561.1374;7316.261922;26946.43938;0;0;2
3953.7831;9089.880529;7090.527846;9886.026795;6592.190568;37031.31649;26223.65714;6694.865737;0;0;2
47190.49111;21442.35378;7646.428958;1819.294832;3487.415848;23987.7887;46750.67153;7185.757302;0;0;2
137788.0561;5287.06812;12928.08314;13621.95478;109.6468944;770.7260338;30511.16266;24917.05769;0;0;2
24450.80825;9457.299443;14254.74358;7162.123761;8612.391012;26800.26438;35203.36352;8718.995684;0;0;2
112683.2977;18431.50193;18339.81574;2123.672159;1920.384528;5151.703211;23366.39411;4006.108332;0;0;2
46816.36856;2883.826071;15654.90918;17077.51237;7206.983688;24435.98973;8409.114977;35370.9571;0;0;2
47631.13891;696.1216777;11562.09833;24882.88272;2922.35114;61196.66665;40555.91635;15045.69161;0;0;2
11160.83222;3817.021168;6951.725127;6279.237528;892.5006861;30395.54021;35166.88367;16783.42104;0;0;2
55811.92971;9717.683481;10569.03259;1515.531728;6382.586507;4262.976651;26435.40173;16045.75222;0;0;2
86700.33361;4832.78203;13640.34922;17751.32362;3297.485697;10088.80464;4603.380871;27116.37563;0;0;2
84137.76142;12737.7935;13040.79122;4315.262235;5268.89175;2295.956453;17853.22869;41484.83981;0;0;2
11012.48116;7444.563817;2916.818597;6940.367085;2978.046119;4392.404088;6870.560243;23269.5113;0;0;2
57720.60468;4106.873996;19978.37289;1907.506612;234.6363005;955.7097473;7067.977631;11629.98992;0;0;2
85366.44144;12299.71377;5377.605665;6739.155674;7392.902684;9904.346983;61199.37494;28486.4735;0;0;2
58405.37216;726.3686547;1155.532311;2324.904807;729.3170622;15216.73117;15877.67151;13792.06074;0;0;2
66650.37415;15888.36322;1241.424412;20453.6673;423.6885816;23640.05193;24079.207;6151.784598;0;0;2
2707.279715;14.42434244;7713.826053;380.5374955;3227.446864;6925.713132;17748.01004;4990.660911;0;0;2
70830.79897;3615.774031;5287.777834;4548.947883;953.7986259;9504.30221;12493.85355;34094.05427;0;0;2
132138.863;4686.081082;1149.872322;770.284942;183.7810893;1000.416313;39875.53205;4367.168644;0;0;2
122422.0224;12531.63829;14544.86292;6144.692833;3806.839535;26818.61641;5205.002467;11013.89919;0;0;2
87141.74862;953.6699905;12415.69388;6736.717534;1008.45428;4299.243612;4894.456598;3197.635294;0;0;2
20607.17753;15304.69795;18027.38589;5593.65428;2503.264459;51819.19773;44718.4848;29359.28949;0;0;2
169777.8451;11556.16888;7126.011873;8899.086301;1621.187428;37956.16032;51687.54439;11241.66128;0;0;2
123624.59;10290.25387;6653.15684;4041.438421;7097.233562;8172.579829;35152.00183;36148.32834;0;0;2
77424.37155;22441.93166;10240.41219;476.2650031;341.9806516;18428.66046;35565.34046;33699.0727;0;0;2
75629.99955;12010.39668;3819.874167;18685.102;5339.865067;25684.19535;23983.42381;16882.07115;0;0;2
143526.3387;2183.207477;19338.51419;5179.070101;3456.961528;28236.15327;45337.21776;24925.56199;0;0;2
131472.5537;9623.170673;7381.914947;13024.92186;3715.042069;6737.645838;15998.38648;16862.46108;0;0;2
20692.62561;13912.71038;790.0602041;19903.66426;6465.173936;33416.2662;13534.22647;18662.91355;0;0;2
38738.84155;4411.743004;7073.591333;9193.293266;776.0772087;10386.45553;21333.96744;22926.59958;0;0;2
61041.12891;7723.101778;4464.178552;11247.08204;5631.353528;1968.092933;19863.92408;18956.87084;0;0;2
100846.6713;4663.929209;5745.040692;8705.813574;2037.178016;18532.24367;22577.43993;24187.55837;0;0;2
67859.86849;17150.54284;15018.33283;6699.600743;223.4059078;36704.67152;5916.022572;17859.37364;0;0;2
19316.08366;8076.132818;6708.525921;5478.059859;3752.857991;31751.61944;3278.722689;11881.97141;0;0;2
35912.095;8462.105035;4303.220475;12304.53349;5152.15136;22074.28765;22881.73297;19188.3689;0;0;2
87409.4158;7260.986456;4752.584877;5054.238565;2127.467486;26258.20484;813.6863027;6904.532586;0;0;2
130043.5386;14608.14054;3122.74536;11811.95249;3907.042736;1026.547781;28680.52752;16880.18666;0;0;2
107878.0553;11032.93156;18149.81213;9652.124949;7830.326045;12066.31446;26589.83716;7067.553188;0;0;2
156335.3912;20815.11742;11431.9598;18462.92151;1836.176868;1002.566027;36438.34896;204.7265329;0;0;2
62554.15019;2575.084682;1085.385507;4251.873002;4090.602991;8626.518206;13953.00024;1855.081264;0;0;2
142474.2185;4805.052979;16130.00978;11039.60705;1442.703351;6711.290191;7118.788885;19975.56777;0;0;2
57725.09933;143.2054994;801.6546581;13104.40714;7521.135155;16493.53962;23715.73857;3390.682349;0;0;2
89572.03295;21899.14179;5412.837656;15392.68651;1862.325089;38146.46224;9323.305861;8720.256974;0;0;2
83449.36864;9866.423084;13402.62506;8849.525928;3459.285627;49558.34949;12289.8007;33756.08303;0;0;2
222556.7782;25022.40937;8605.229143;20104.50317;139.0919926;1652.99468;37146.74658;26798.19492;0;0;2
59694.34038;13198.3368;3878.715294;10595.21125;2732.551719;43976.56488;6164.996873;2217.84869;0;0;2
57017.80459;4881.116214;14008.45211;2546.713421;3676.410185;29138.65828;18095.76703;7086.003512;0;0;2
11245.51921;11721.76344;6999.136398;4040.981457;4380.467445;16595.03526;37189.80617;14035.72583;0;0;2
27153.65018;11489.9492;10485.95986;7786.369775;6675.59198;35862.33601;9586.958718;28939.6439;0;0;2
73043.56638;7239.21691;1704.908711;17065.8837;514.3411197;2085.733604;9576.423089;15707.75002;0;0;2
172455.833;36757.95724;3654.030394;402.6531474;4283.602954;21911.93131;45181.69169;21814.90486;0;0;2
6806.178298;1538.887059;6833.267587;10872.64542;4806.971329;33413.8235;20509.80176;48886.11273;0;0;2
89899.16021;7827.90571;3376.050843;5616.943154;3692.481579;32533.93472;5688.58604;8250.615674;0;0;2
39343.18108;861.237426;12631.78029;4565.43912;7164.174963;31741.57425;5378.491376;97.29392;0;0;2
2066.952321;18626.14372;2996.579837;20390.30907;3447.121687;46523.05856;22690.9993;26674.91139;0;0;2
97725.19768;2719.609509;9681.137501;10576.05538;6307.829715;5112.373154;35838.70764;24462.01582;0;0;2
35301.6046;12796.18881;16218.84401;5385.261496;2540.319271;16189.35338;12830.81556;11373.83102;0;0;2
64355.00698;1739.249656;14175.72453;6925.84444;6149.04815;14150.15913;23504.38426;13148.73565;0;0;2
56231.3723;5505.551004;12493.14187;13167.15599;2953.11602;25152.01318;23868.64495;6013.777951;0;0;2
5895.727793;2210.219063;4647.459403;15510.51654;2641.419768;15735.89908;2297.550895;21165.91144;0;0;2
90367.15325;12841.05895;14875.86577;8615.924216;3528.137513;19162.74428;6912.295109;39894.11071;0;0;2
94514.4112;4329.093701;28594.88233;17139.74095;5654.146786;32222.59444;13533.8678;36417.78753;0;0;2
185353.1256;8903.08932;5344.889397;12681.62942;2293.149083;37636.73301;23977.52781;48450.91635;0;0;2
66994.48299;5450.99067;17455.44404;15162.42457;1238.513072;14708.30801;6316.125733;26207.64162;0;0;2
76399.81395;2705.320206;14594.93829;11549.7886;3582.778537;4099.011519;16412.21531;442.6100054;0;0;2
110607.1637;15092.3712;6119.097168;5013.003712;3325.467941;22529.73016;4079.503601;19992.79682;0;0;2
31954.35377;27249.85082;3901.975286;675.2179448;805.2545287;18513.33989;16759.51328;31522.97302;0;0;2
105681.7404;7386.370302;11846.36078;44.191158;6985.0141;25461.94736;8878.891764;7970.727483;0;0;2
49594.14451;6130.896019;8246.006717;5974.51963;8021.278353;33698.9814;31220.19212;17262.45507;0;0;2
30954.47531;14478.97103;7366.832091;12522.13516;4624.247707;22279.65095;5182.391237;44601.06364;0;0;2
122715.7393;11197.20741;22792.22126;9669.930928;1281.47815;7695.581383;1498.738372;25112.0599;0;0;2
24161.31606;2098.782142;28858.14839;8677.603285;4553.578043;29496.58744;33154.22387;1736.931565;0;0;2
149751.353;9418.134225;12498.59155;11180.27279;7181.981679;12571.33215;29966.59841;30888.85522;0;0;2
19987.0484;9201.059986;8185.003991;14152.3647;1182.647548;21291.68371;20435.28119;13315.9692;0;0;2
16371.59611;17179.37623;13719.578;1148.398637;2578.761424;34838.28767;12069.20433;1324.264429;0;0;2
142118.012;12209.9533;18512.2713;1010.935522;409.6760705;2378.798876;6100.608204;43952.66824;0;0;2
7717.00013;67.27519346;23529.50854;4606.268527;1686.685378;3489.644977;32534.5402;41310.67188;0;0;2
169908.1189;4464.58666;16185.27883;3313.84387;5798.590369;112.4753718;6036.156002;20360.76799;0;0;2
97808.46747;5067.503653;23305.59125;2162.595263;5761.067239;5164.238084;52695.8183;2776.725829;0;0;2
165061.2645;11446.14309;91.98846364;4451.940592;7049.972587;23968.35793;10550.01066;30663.75651;0;0;2
21286.87169;4940.833449;4010.337683;17927.83886;9091.683902;2608.68537;6140.390565;18475.67537;0;0;2
120222.8188;9242.463721;3392.856376;15230.50755;2234.700017;27045.84407;5159.033875;11726.36199;0;0;2
99396.02826;7256.798129;13401.53803;6448.91802;147.0542338;41749.62581;8666.391779;23899.13893;0;0;2
33812.85917;5576.569228;19758.48596;15584.45513;1154.830145;11069.18899;40441.32031;14964.72557;0;0;2
175648.67;1791.300227;4659.189413;6127.8871;8002.12967;24526.28156;6522.161858;41367.40017;0;0;2
87775.30883;5280.251532;13699.73749;4765.488975;9478.553324;9696.879971;30948.73865;11045.73747;0;0;2
107516.8863;10089.6285;168.3587636;609.5105791;3909.678942;39075.09696;20439.55094;19326.88266;0;0;2
84730.77245;6519.115251;8526.199375;12820.70264;7201.986773;12213.32412;15720.44502;12160.19057;0;0;2
55068.10061;7320.219445;16347.72819;10106.98075;2546.931299;8629.289609;20980.75767;16601.63017;0;0;2
215088.4077;14033.98002;1720.009515;5694.909056;5740.580973;21370.09595;2899.047121;6992.402641;0;0;2
143139.407;12933.2297;2144.195804;19013.93948;4204.873185;3899.265176;4401.406258;15000.07152;0;0;2
32538.94758;15810.28909;10483.62943;7302.832876;164.0493258;22804.95482;6648.635879;1344.221428;0;0;2
6184.747386;3799.859648;10881.60196;1393.874551;6876.481674;27802.60971;39030.08529;14878.56846;0;0;2
79039.18956;4698.799548;4632.929546;23286.11393;7908.52791;22284.65372;31420.58161;8062.728537;0;0;2
55884.09757;9627.019568;391.2417588;26026.8787;5606.139748;29083.06162;23561.14836;28136.98548;0;0;2
2728.143059;5930.667765;2112.284665;1788.07316;2885.491412;35152.79735;11930.27192;24566.90829;0;0;2
16767.24847;4849.620445;12915.34043;1252.549083;4456.013806;12428.9942;14451.15112;5992.838674;0;0;2
53029.25967;4462.870008;11567.41252;20610.47409;2232.219938;30165.16297;22585.18878;42638.1902;0;0;2
44464.95296;268.0719746;9024.966848;9233.403146;5092.618427;2462.034761;7448.95767;3718.75655;0;0;2
35668.08472;9033.455429;14503.95968;14955.35226;4155.326425;20861.36366;13374.46488;11484.69342;0;0;2
48635.01115;3073.923484;4391.215041;8386.435402;408.493375;10945.33883;11453.14919;30849.22998;0;0;2
159479.6526;6927.875837;4624.645491;555.6001973;5752.657395;33643.22571;8014.980916;13542.83119;0;0;2
89693.53702;9004.083717;7408.779894;11596.55975;126.1487923;18284.47768;25099.5894;13494.23082;0;0;2
163284.6236;1438.282513;14667.46893;1815.415553;1766.609881;18823.92531;46705.76918;22090.56301;0;0;2
156919.4316;807.6758816;2600.975026;10380.51227;1675.647435;39409.56209;29747.86238;34654.09792;0;0;2
8597.748636;18654.6498;10383.16046;408.6738417;5420.778255;18678.96108;25332.40188;17365.60324;0;0;2
36610.38753;16881.06222;2898.286808;9446.711247;10477.18927;61306.04902;51704.3234;24028.0803;0;0;2
48866.39561;2918.736119;6295.37634;23065.39692;7075.302402;34067.88994;25825.44986;28692.74566;0;0;2
63679.33957;20117.64946;16695.01834;10858.74027;8021.422717;156.4941977;16264.50159;115.4820867;0;0;2
53931.85746;18081.89625;11138.53869;22675.25769;43.17777144;24557.04481;27866.11494;918.4112186;0;0;2
53262.0929;1583.527615;15395.72414;13319.82105;3598.725106;2787.233735;7201.990457;31428.01473;0;0;2
108292.3563;8868.266904;6837.315263;15730.53096;1750.139315;21140.84448;7068.935328;15408.87482;0;0;2
4069.689763;7152.914149;2473.262577;1537.053581;2710.098436;1844.873973;41862.31927;34775.91577;0;0;2
134875.7498;12885.90818;19564.89353;2475.440072;6266.007756;3066.972374;21998.0849;4614.498695;0;0;2
210380.7588;14706.4759;4421.33493;9598.81198;460.0633416;18637.29681;5214.111485;3835.005963;0;0;2
32043.36874;10689.91357;13762.66051;19649.0509;2422.133228;11192.29641;17045.10199;48232.47255;0;0;2
32999.56364;16310.291;17515.28856;13678.7718;5309.487241;8469.302312;40797.06881;54372.03142;0;0;2
53351.76484;8762.22899;13723.43936;1870.957827;450.7121014;3390.503629;13126.9982;32005.45311;0;0;2
28415.68323;4221.289546;7412.831721;885.1330407;1204.481127;30962.67953;58457.19782;9154.911585;0;0;2
113741.4965;8601.412993;8583.296066;14315.54266;1402.428703;22854.9077;13889.40316;35720.97787;0;0;2
54251.60084;6960.15256;8817.25212;17167.71653;3915.037379;37227.06655;2438.741604;13431.64889;0;0;2
46919.08613;2222.320523;14609.99805;11869.03599;779.6789588;32710.48089;42480.13856;12211.16231;0;0;2
113603.3145;3770.066799;2627.434964;17498.72613;88.33802144;9462.221707;36793.36446;14899.71701;0;0;2
105716.9501;6072.908414;15812.78221;8613.6006;4405.432769;44193.77309;28907.44121;19735.75263;0;0;2
49648.1873;26129.17528;5770.128934;21095.67048;2887.681911;42420.35941;2634.986996;5047.955404;0;0;2
31279.78388;11677.54737;13688.23142;8745.254484;3260.150611;36228.85401;32036.34855;16342.00006;0;0;2
111445.8738;8792.730856;25816.4525;5185.613406;1282.693883;19411.70888;7369.261495;21723.06908;0;0;2
6521.091904;16823.84533;15511.61884;14788.92322;5737.044537;26638.14122;23768.33056;14047.75905;0;0;2
65246.12595;16047.44571;14453.45699;18468.88078;2264.725853;15364.85118;28923.69222;19189.95422;0;0;2
74130.11729;4698.826154;5242.426646;24234.58323;1101.338585;11728.07278;33584.54085;4710.901147;0;0;2
74604.57748;18260.76359;5402.767632;6966.860502;2783.658976;20432.22314;4447.974877;25482.87118;0;0;2
66197.1892;14967.68396;8623.982525;19909.87014;3115.967558;25309.74545;39130.03787;36562.12941;0;0;2
89496.40542;8795.732163;14485.52983;1692.670598;3888.395145;8308.4211;20899.36649;16774.69467;0;0;2
95397.65651;14846.91433;794.8646706;22032.78314;2295.89583;9757.67071;8186.365459;17584.2127;0;0;2
87652.37486;8609.759342;268.625883;8764.55651;8544.612486;622.6014467;20130.30656;9631.431334;0;0;2
75923.29203;3674.716302;6454.072679;2237.280308;556.3473337;8977.707425;14944.92333;21887.59752;0;0;2
39834.91204;5277.786261;19604.28721;5244.629385;5036.061671;12776.3603;5297.683829;18268.55657;0;0;2
22524.78608;10329.40903;11703.56445;3406.909199;4023.601568;23033.93258;15412.30085;14668.8268;0;0;2
53989.44703;11944.30304;10044.89342;9716.831455;4509.142966;25214.61035;37612.76102;6245.266496;0;0;2
49172.4726;5793.038798;1287.981068;3930.984246;7727.885477;25528.01314;29138.59363;26863.312;0;0;2
115292.858;17173.51369;4183.35902;19282.56098;1423.643497;14966.24587;19212.46394;14002.34903;0;0;2
10567.43523;1407.65846;12603.30057;18256.53563;5233.133434;53371.77116;65224.59101;9256.042692;0;0;2
17996.94293;13351.54082;280.2756494;10708.28712;5862.901593;14086.48945;15182.51537;14242.84703;0;0;2
133213.6621;1359.118943;19604.3135;7282.468145;2455.23377;15842.98885;9208.367317;6753.25842;0;0;2
12642.92347;2468.258634;15120.793;15971.04252;202.6933772;1499.815778;19881.80767;5269.076655;0;0;2
